e,x,y,n,t,a,n,y,g
e,x,s,y,t,l,n,n,g
e,b,y,w,t,l,n,n,m
e,x,y,y,t,a,k,s,m
e,s,f,n,f,n,k,y,u
e,b,y,y,t,l,k,s,m
e,x,s,w,t,l,k,s,m
e,x,s,w,t,a,k,n,g
p,x,s,n,t,p,k,v,g
e,x,f,n,f,n,k,v,u
e,x,y,y,t,l,n,n,g
p,x,y,n,t,p,n,s,g
e,x,y,y,t,l,k,y,p
e,b,y,y,t,l,n,s,g
e,f,y,n,t,l,k,y,p
e,x,y,w,t,a,k,n,g
e,x,s,y,t,a,n,n,g
p,x,y,n,t,p,n,v,g
p,x,y,n,t,p,n,s,u
e,b,y,y,t,l,k,n,g
e,x,s,w,f,n,k,s,g
p,x,s,w,t,p,n,v,g
e,x,y,n,t,l,n,s,p
e,b,s,w,t,a,k,n,m
e,x,y,y,t,a,n,n,g
p,x,s,n,t,p,n,v,u
e,b,y,y,t,l,k,n,g
e,b,y,w,t,a,n,n,g
e,f,y,y,t,l,k,s,g
e,b,y,w,t,a,k,s,g
e,x,y,y,t,a,k,y,g
e,b,s,y,t,l,n,s,m
e,x,s,y,t,l,n,v,d
e,b,s,y,t,a,k,n,m
e,b,s,y,t,a,k,n,m
p,x,y,w,t,p,k,v,u
